LocationName,Year,Sex,AreaType,Total,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+
Gabon,2015,Female,Rural,114.8315602,15.41088765,13.54300277,11.43486068,9.88072155,9.694605764,9.210634112,7.967820359,6.307021054,5.573851828,5.016706413,4.426955533,3.819944581,3.389911961,2.958170675,2.500868598,1.874983964,1.820612705
Sao Tome and Principe,2015,Female,Rural,34.95413841,5.600016021,5.212951204,4.144591396,3.092466576,2.805171443,2.866364511,2.717415982,2.031926433,1.392560363,1.200968541,1.040850625,0.933357349,0.644193888,0.434836022,0.34428757,0.306421711,0.185758775
Algeria,2015,Female,Rural,5840.464583,708.7326265,565.4910645,406.8955108,460.3468546,565.0359235,594.0544355,499.7615986,424.1316482,349.696482,308.7216661,259.6597545,217.2819355,164.7114542,107.1255048,81.47491408,70.39442118,56.94878841
Egypt,2015,Female,Rural,23731.5486,2735.7959,2417.442132,2096.315182,2173.930678,2227.748432,2259.352403,1726.961151,1447.580204,1122.240514,1142.628391,1062.894796,960.112045,608.9969256,659.3776843,431.6983461,353.0009687,305.4728505
Libya,2015,Female,Rural,693.1848075,66.8670947,67.20437921,64.1064636,60.09847275,61.78674304,63.63412098,64.92274274,55.85220074,44.56424345,34.81762822,26.98716359,22.03102948,17.67589549,13.76320006,11.69844926,8.791011227,8.383968971
Morocco,2015,Female,Rural,6762.473703,760.6874099,570.1785708,534.0497529,589.467357,636.4421216,596.6775026,515.4686863,472.5790156,408.3068257,387.1918989,354.0996684,309.5727132,202.5349927,141.3071348,108.643755,93.77745235,81.48884515
Sudan,2015,Female,Rural,13007.72686,1963.370551,1726.237882,1552.769145,1404.831689,1238.132735,1026.925204,835.0722465,733.8528868,600.4583289,497.5772938,397.3278253,321.8229749,234.5158101,189.8997773,129.6158929,87.92971301,67.38690703
Tunisia,2015,Female,Rural,1893.195872,169.6412063,157.5848068,138.1122066,145.2188117,163.5584549,159.5040907,145.918134,132.7052513,117.9417332,114.2526643,112.6136978,97.67760407,80.80280591,53.75923851,39.71576439,32.1025598,32.08684138
Western Sahara,2015,Female,Rural,54.45302778,5.783718486,5.087998457,4.36415254,4.476058598,5.337471124,5.377821753,4.710251015,4.673404226,4.002922225,3.418020965,2.574816754,2.004464477,1.066108574,0.689631041,0.403129491,0.278491762,0.204566295
Botswana,2015,Female,Rural,437.7252761,55.22920511,55.83544444,52.41353449,44.10084077,35.34993119,35.79546031,32.48940394,24.25303948,16.02220715,13.60790583,15.24640632,16.44728829,14.91362802,9.478297718,7.264684618,4.972020307,4.305978116
Lesotho,2015,Female,Rural,764.2908005,101.0070652,94.93538346,91.9430527,89.34741575,76.51549485,63.2791788,52.84924154,35.78082958,24.30317175,20.99577496,22.12665607,23.62259481,22.11636912,16.99146778,10.87823404,8.929251538,8.669618581
Namibia,2015,Female,Rural,671.2152652,88.40188534,92.39916414,88.88936256,79.3311238,55.84611414,38.24471426,33.04691215,31.03250508,29.19813969,27.71349925,26.64908932,22.40337244,18.91055459,14.43710785,11.22084298,7.255139015,6.235738607
South Africa,2015,Female,Rural,9977.976987,1095.712615,1206.440115,1092.511033,951.5879496,833.6345136,772.5522531,678.0769833,524.8581236,430.2211377,405.3018446,419.7279078,388.6334135,370.6434116,301.651169,219.0092536,134.6716133,152.7436494
Swaziland,2015,Female,Rural,513.7503966,72.22166445,66.81076497,61.34858701,59.5896334,56.10073341,46.00738228,33.15526633,22.0422533,16.30818352,15.35577443,14.95204916,14.09255631,12.17439144,9.452949615,6.59420383,4.29829003,3.245713052
Benin,2015,Female,Rural,3085.417405,531.2982407,470.0660909,355.9030339,289.9853019,259.6394034,228.4989045,191.8228654,164.0949345,138.7876719,112.7392443,95.56295847,71.93889095,61.38784033,45.85147025,36.27295366,19.23288014,12.3347197
Burkina Faso,2015,Female,Rural,6360.991714,1106.067801,943.5099573,776.6630793,658.9444432,549.1919735,464.3551999,404.8155106,329.2561985,272.1152238,221.7963323,182.8831535,143.0955589,113.7114162,82.06595172,59.97717672,33.2098154,19.33292228
Cabo Verde,2015,Female,Rural,89.85766295,9.356496805,9.240249087,9.126977431,8.46643034,8.06985367,6.978766845,6.209368988,5.036583372,4.293308705,4.91556795,4.496917115,3.625492318,3.168587461,1.312810535,1.690540397,1.800885028,2.068826898
Côte d'Ivoire,2015,Female,Rural,4839.445545,817.7655023,653.3149955,507.854846,449.8387746,409.4005192,347.3137652,305.9157161,278.0762908,246.4581396,209.6658953,174.220375,142.4411758,110.5166259,82.86402989,56.09772843,30.41389246,17.28727247
Gambia,2015,Female,Rural,409.2898955,76.29898952,63.88117032,49.93963815,38.77427598,32.36186309,30.65570847,27.39185739,22.46781062,17.47732245,14.40825454,11.65261611,8.008233011,6.300457718,3.397042928,3.398511203,1.732100564,1.144043454
Ghana,2015,Female,Rural,6147.605313,938.0710172,871.0011826,708.8258137,574.0775789,489.8535314,447.1315798,420.8887758,369.7509401,313.1724699,259.74198,209.7419649,161.4843015,132.7200737,96.46169092,68.91693986,46.96157278,38.80389976
Guinea,2015,Female,Rural,3914.357331,639.9416128,551.0972401,453.8048468,395.2509337,338.8256367,290.4091816,251.9704912,204.8606172,176.0083915,144.3667975,129.5587871,107.4038574,91.9568347,57.9440768,42.92924651,24.06844155,13.96033747
Guinea-Bissau,2015,Female,Rural,463.8678213,76.56803001,64.94393643,51.07411679,44.42625616,38.86833722,33.52674632,31.66436364,24.48319888,27.99670036,12.9231575,15.18611246,11.66792516,14.32078856,6.804925213,5.21736959,2.579088927,1.616768072
Liberia,2015,Female,Rural,1144.424829,188.1934572,166.4963663,131.8431715,110.1540567,89.42225364,80.80477652,76.23209174,62.913798,56.71603589,45.29233769,39.3426999,30.37916655,25.34590077,16.57747119,13.39266508,7.199583753,4.118996643
Mali,2015,Female,Rural,4907.225711,1020.724445,826.5619976,609.8044278,401.040558,349.597117,320.250282,291.7148643,242.6549883,204.1775322,157.457709,128.4456589,103.5855137,86.54785731,68.05115764,51.82451042,28.36289375,16.42419807
Mauritania,2015,Female,Rural,828.2251986,128.5208847,112.2544299,89.98014487,78.46432014,67.93564871,60.49760145,56.26459609,48.38147902,44.31698644,35.7191608,30.62379682,23.25550731,18.45338839,13.42214139,10.23017674,5.964434404,3.940501461
Niger,2015,Female,Rural,7766.52976,1663.449931,1257.394156,970.7358697,770.6045991,626.9955478,504.7331778,417.5567292,345.5123439,290.0276734,240.8902429,190.9390688,148.9557087,116.7075359,100.3434615,68.48584345,34.82943,18.36844046
Nigeria,2015,Female,Rural,48174.66755,8800.551517,7076.185574,5365.247908,4636.40435,3829.634248,3337.956678,3163.821415,2572.707623,2316.349149,1800.680742,1580.793993,1203.285878,992.3545337,675.8255268,479.5813237,230.7916723,112.4954191
Saint Helena,2015,Female,Rural,1.280521615,0.082108884,0.081827893,0.076172104,0.100290754,0.094952181,0.081285244,0.103409312,0.088760534,0.089952482,0.098811044,0.071454675,0.095722343,0.061189241,0.063491635,0.030838223,0.028362287,0.031892781
Senegal,2015,Female,Rural,4292.752481,773.2438825,676.9098718,520.9268224,403.7594866,340.1914289,316.8125228,272.7344522,227.4369024,186.9189195,136.8433232,119.6982903,92.96540502,80.31109719,54.38460153,45.02087366,26.46416124,18.13043959
Sierra Leone,2015,Female,Rural,1941.73993,315.3594443,269.050389,206.8801939,190.4031182,156.3227745,156.3583284,139.5228067,121.1595023,99.24363234,77.69734743,63.29350634,48.52527802,40.65455308,28.34076604,17.99677824,8.235544859,2.695966433
Togo,2015,Female,Rural,2209.533219,361.7667854,308.5570178,248.0068617,213.9869568,189.2198862,171.4969536,154.5435867,127.5346237,109.107683,85.42976987,70.84687547,54.14465917,44.2015213,31.18161333,21.71341007,11.49052421,6.304490383
China,2015,Female,Rural,299813.1726,22020.7832,19769.11371,17989.38382,15618.60083,20142.76624,24193.51552,18934.52636,18209.18053,25175.60715,25778.19698,21882.83133,17955.7175,18143.94734,12471.97143,8243.872634,6396.0677,6887.090315
"China, Hong Kong Special Administrative Region",2015,Female,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao Special Administrative Region",2015,Female,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,2015,Female,Rural,5097.369118,370.6423179,342.8689472,356.1087418,363.2254117,388.7844982,363.8827428,344.8611948,255.7290082,380.1467829,396.8495211,289.9973714,328.2755402,179.0355537,242.3132317,219.9986618,160.2553799,114.3942123
Japan,2015,Female,Rural,4262.620104,157.7431943,170.2253606,181.9953863,184.0309303,160.6674742,178.874458,198.1947815,221.9181578,264.5634384,260.0086243,270.4728963,271.6248463,291.3326205,322.7863878,295.1615206,271.21439,561.8056371
Mongolia,2015,Female,Rural,394.763749,45.74517144,45.52142688,36.38185944,23.84206973,24.60350776,38.57364918,34.05374991,30.48753212,27.80078523,23.18379438,21.73432705,15.2292234,9.370667011,6.535555054,5.292514953,3.476847793,2.931067625
Republic of Korea,2015,Female,Rural,4433.340093,176.7713599,166.1039708,163.6371983,206.6799057,175.5502877,170.6297534,227.6576445,243.3122532,269.619318,298.0537438,344.2975116,377.2301626,355.1628936,342.9082715,317.9142974,274.223398,323.5881225
"China, Taiwan Province of China",2015,Female,Rural,2710.959926,138.1945468,122.2674784,148.3134763,152.9856347,158.6094607,151.0740458,184.0871592,207.0854478,203.274974,211.9542763,218.7697775,216.9988355,194.1405025,123.7482602,93.62656002,80.72649568,105.102995
Kazakhstan,2015,Female,Rural,3927.52333,369.1518437,401.339609,339.0653881,303.4715458,316.5262494,314.4475341,287.707387,253.7666661,242.08184,226.4407883,217.7157245,194.5184329,151.8831874,115.0607925,66.46450099,70.54314736,57.33869262
Kyrgyzstan,2015,Female,Rural,1816.612761,231.5767761,197.369019,164.0123381,167.3117686,157.1605258,178.4221336,132.5595549,99.94385413,98.8226596,92.67616146,95.11261045,70.06573996,46.87693798,28.37603841,15.70473702,22.52403418,18.09787222
Tajikistan,2015,Female,Rural,3142.66143,472.8270646,370.3694057,301.9113268,309.8853913,310.0348362,303.6861874,225.7713701,171.5645653,150.1402376,137.6238143,124.9725011,94.73548524,59.47233226,35.8170179,21.99412827,25.81052214,26.04524394
Turkmenistan,2015,Female,Rural,1361.820298,148.2161752,137.3906491,135.2662733,126.4841086,144.9466881,134.0155399,104.0682854,82.25144352,70.86412658,65.84130137,62.79278152,55.08463116,34.7357862,21.59350673,11.56163847,12.64393478,14.06342783
Uzbekistan,2015,Female,Rural,9445.477098,1017.379443,979.4835886,868.5435181,915.1314736,1000.670517,915.867126,751.8858471,648.2766293,539.7170858,447.9806858,406.0536786,328.6054154,230.1710896,135.9144658,80.34448324,88.27394086,91.17811065
Afghanistan,2015,Female,Rural,11572.91817,1759.511905,1753.975342,1617.001784,1356.452344,1032.563862,821.8607388,702.3440935,588.9996259,479.489423,390.4804149,309.9106283,244.8626531,188.7812965,151.0943696,90.0317098,51.88908111,33.66889432
Bangladesh,2015,Female,Rural,53200.98099,5188.676595,5170.447152,5463.7439,5160.35361,4945.453764,4685.433621,4421.701134,3893.454484,3266.020988,2807.664068,2481.117768,1823.559231,1160.102632,972.2022163,788.3333034,500.2983771,472.4181468
Bhutan,2015,Female,Rural,223.9807236,22.92053054,21.00690616,20.25023638,20.58493325,20.66403691,20.85106433,18.04487372,15.81274559,13.627478,12.00180962,9.789697284,8.655466769,6.368012522,4.821520545,3.578075388,2.400715814,2.602620751
India,2015,Female,Rural,420837.046,42653.24516,41450.55983,40228.54939,36621.66724,35619.36453,34617.24736,32307.87841,28698.41104,25457.64404,23117.81266,20388.94267,18112.70238,15006.69001,10273.08877,7378.906887,4805.689276,4098.646316
Iran (Islamic Republic of),2015,Female,Rural,10520.74998,1063.627022,959.0306675,776.0336733,826.9946634,932.6780464,1054.022327,1037.119283,799.9896102,605.8880025,537.7411083,479.9930992,412.5091097,362.677838,234.4667864,182.0830559,137.0114504,118.8842378
Maldives,2015,Female,Rural,96.49520486,11.44538708,10.61095617,9.256875483,7.341311959,7.027345374,8.984431213,8.263219946,6.704977132,5.618403878,5.270339602,4.500570851,3.434240232,2.187031586,1.64249121,1.869654546,1.443682381,0.894286223
Nepal,2015,Female,Rural,12114.54185,1179.109124,1321.469253,1409.176594,1311.785996,1140.314073,1015.388641,844.3884841,771.4335902,686.3436722,564.9870017,473.3663573,395.0538794,346.7195813,252.412234,198.0761387,124.5086236,80.00860152
Pakistan,2015,Female,Rural,56261.79271,6952.145098,6730.522832,5858.322176,5675.172248,5259.5234,5112.818572,4355.003104,3489.456225,2864.955341,2361.671062,2131.394891,1693.144905,1310.580527,925.1522295,730.7228988,421.6983667,389.5088357
Sri Lanka,2015,Female,Rural,9074.842482,769.2464676,756.7808414,713.9441016,647.7900802,619.5081684,632.3801469,689.9175233,656.8981802,594.1147384,604.8179026,565.3430388,519.5209678,413.8138301,342.5059218,237.787027,163.2209272,147.252619
Brunei Darussalam,2015,Female,Rural,47.75615391,3.888430004,4.154693281,4.419729657,3.748912277,3.553983286,3.368833011,3.09638174,3.780046872,3.940630208,3.898645609,3.137502501,2.477186027,1.754463352,1.099304101,0.583929892,0.435879127,0.417602962
Cambodia,2015,Female,Rural,6336.519907,709.330111,655.9274133,624.1764812,548.5228225,545.371919,473.5936302,659.4798561,268.3130915,349.4665405,332.7687735,301.0912318,239.131602,202.7748224,139.8435488,106.4684108,76.41827412,103.8413785
Indonesia,2015,Female,Rural,58238.23274,5529.907533,6014.606469,5723.61524,4983.267937,4268.090496,4181.043537,4511.573149,4217.030043,3988.186914,3638.279522,3106.33002,2527.367948,1867.703115,1397.730808,1016.291703,706.1441899,561.0641152
Lao People's Democratic Republic,2015,Female,Rural,2172.984107,308.3275537,288.2315714,230.2229287,214.4815648,199.9961612,184.4529365,144.6653766,119.4447104,102.6428064,90.25421402,80.94752987,64.73736629,51.83257251,36.8814212,26.0549315,16.45026186,13.36019959
Malaysia,2015,Female,Rural,3925.134462,335.6885451,314.192018,354.6166326,391.5959294,430.7522339,422.3682012,329.443966,218.8988815,201.9084844,192.9494803,185.1101521,163.5069325,133.0240074,105.8178047,67.72428838,46.1091497,31.42775441
Myanmar,2015,Female,Rural,18369.30082,1538.364468,1501.515486,1450.945226,1497.995894,1511.003632,1566.565644,1617.448647,1461.929,1334.455254,1193.844738,1032.191453,863.0833239,714.7264656,420.0066565,304.8488635,193.2128785,167.163187
Philippines,2015,Female,Rural,27883.20465,3358.678038,3211.303545,3188.156722,2725.079961,2362.907351,2165.575156,1889.879219,1684.598443,1478.140672,1389.426876,1213.803831,1030.147035,840.4756633,538.429829,385.1090752,244.2077451,177.2854867
Singapore,2015,Female,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,2015,Female,Rural,16937.37096,958.6629179,1087.771952,1168.943839,1053.485238,914.8853568,954.1162781,1106.325745,1307.98747,1389.404592,1411.46641,1320.053206,1214.43545,979.4825578,701.2878066,510.4230538,419.0424067,439.5966777
Democratic Republic of Timor-Leste,2015,Female,Rural,385.5440787,64.48212435,59.91934887,53.89385073,52.60712416,38.00406827,25.2913885,18.99478639,8.700214783,10.94212473,10.19118677,10.71542214,9.265094847,7.704949422,6.384289531,4.437499133,2.536687138,1.473918916
Viet Nam,2015,Female,Rural,31035.00933,2290.73973,2407.253908,2366.786988,2230.471692,2644.016808,2680.324424,2542.221049,2316.762427,2194.132486,1961.215384,1792.08272,1584.734367,1187.578746,748.5573839,585.4428415,531.7176838,970.9706938
Armenia,2015,Female,Rural,527.8794038,35.35252417,36.30572196,34.8644136,36.85508153,43.75592713,46.08786934,39.94002703,35.70684608,32.2394544,32.17069562,34.82695417,28.33689383,20.14186858,15.4442088,13.39535817,20.30556886,22.14999057
Azerbaijan,2015,Female,Rural,2177.655184,182.4627681,163.0059966,146.1910326,162.1728797,197.0361919,209.4476342,185.3293321,151.2495473,144.3402787,146.3625561,149.2491152,110.1399353,71.23787089,40.51001925,34.56380155,45.78765517,38.56856911
Bahrain,2015,Female,Rural,59.7828787,6.541700777,5.893820685,5.23793084,4.663833182,4.56026641,6.075637668,6.162943816,4.675328486,4.070339693,3.569724443,3.123852351,2.189548229,1.120889088,0.684255421,0.480454904,0.394935662,0.337417044
Cyprus,2015,Female,Rural,186.0754898,10.9240603,11.07730278,10.53298833,12.81507703,14.64748068,12.33852277,13.78278608,12.62358321,11.56730215,11.24615434,10.85695957,11.07502339,10.63435905,9.809481873,8.173722357,6.130656265,7.84002966
Georgia,2015,Female,Rural,1027.029307,65.34384206,66.50471133,48.197394,48.92525349,68.60639216,72.75155547,64.25231463,61.49205124,57.91190314,57.48178819,73.67734987,71.59685614,64.24033427,56.89042969,39.6702815,51.41012425,58.07672521
Iraq,2015,Female,Rural,5435.193442,858.1722107,773.1392574,687.0160509,594.4096669,498.9046874,424.165021,352.3241886,300.1581382,245.5310226,198.2533549,135.1574515,100.5837545,97.98539397,55.25795085,47.1507934,33.70389669,33.28060216
Israel,2015,Female,Rural,304.2866321,33.31218829,31.61080349,27.20757046,24.75567444,20.91125904,19.43733364,21.01574605,23.71043076,20.32452449,15.5491025,13.91523035,13.21251289,11.74764696,9.103881594,5.161940425,4.994632782,8.316153949
Jordan,2015,Female,Rural,613.7779777,79.7489484,74.55075422,62.44130441,60.73071293,58.29319503,56.72258049,52.53498113,41.44401487,32.90427814,26.51593359,20.80921672,13.62095232,10.1972658,9.233763719,6.691173118,3.864968348,3.473934452
Kuwait,2015,Female,Rural,24.52682638,3.082095099,2.628344967,2.196636692,2.017465838,1.952096279,2.462842741,2.727524109,2.219156383,1.567230701,1.267517089,0.770495942,0.588752168,0.337921733,0.374106871,0.11610458,0.138837196,0.079697989
Lebanon,2015,Female,Rural,307.990501,21.67433265,19.36869588,23.66318644,28.85580614,32.19025762,32.03514113,27.87061223,21.44136127,16.72796711,14.89892477,13.83751433,12.80347496,11.97054377,9.31787536,7.694668148,6.732217725,6.907921478
Oman,2015,Female,Rural,342.7015062,48.72593457,41.66011342,32.82476425,32.61767792,33.99075198,32.67891386,29.33176599,22.85780001,14.83543924,12.17610685,8.362520829,9.132272961,6.198854062,5.896621095,4.720771668,3.436048077,3.255149468
Qatar,2015,Female,Rural,4.385418284,0.511083663,0.413938825,0.370537019,0.274899242,0.276449791,0.549559535,0.665581911,0.452174456,0.278440664,0.192251821,0.133386264,0.118245608,0.071480588,0.028914769,0.021637385,0.015433805,0.011402939
Saudi Arabia,2015,Female,Rural,2153.190023,261.8357591,269.6467238,210.4447478,151.8098456,173.2054948,205.4213752,188.6359288,166.5096432,116.5466659,103.3874926,96.75921661,66.24853391,52.03527155,34.72349391,21.9953356,9.213445033,24.77104958
State of Palestine,2015,Female,Rural,554.9054052,76.15058817,69.31316817,67.19577381,63.94061177,58.90502359,45.78292009,36.70710173,31.6525148,25.68193563,20.01657897,16.87301447,12.32963412,10.02416152,7.786753643,5.6128129,4.003194904,2.929616879
Syrian Arab Republic,2015,Female,Rural,4659.742206,566.3497938,559.7594545,549.4039764,501.1573061,415.1706407,394.6693379,351.2497072,282.5016207,210.8938355,184.3095,169.4126138,137.3871942,118.0725286,77.2414718,67.13895649,36.70897162,38.31529667
Turkey,2015,Female,Rural,10497.58425,879.1102678,874.7291824,873.4918363,860.0034116,755.991373,740.6898584,737.9457219,703.4324098,647.512822,600.1194228,596.6571726,585.5933941,520.933891,386.8459232,291.1787727,206.7537754,236.5950185
United Arab Emirates,2015,Female,Rural,437.2371069,54.41068316,44.15337686,26.38176873,25.70041535,36.28987076,59.77711384,69.54711752,53.80562312,31.94210607,15.68257041,8.52545481,5.696657837,2.840011182,1.226687955,0.578855229,0.315152158,0.363641959
Yemen,2015,Female,Rural,8632.835487,1256.97288,1158.887282,1053.180505,934.9757728,849.7870955,766.5863338,627.0302091,463.5995656,313.8550845,273.4574053,262.5534548,213.1147476,168.8023933,127.5639368,85.38808079,43.13377659,33.94696383
Belarus,2015,Female,Rural,1148.557172,51.14236452,56.37516425,55.96728654,37.37214066,47.79615605,59.56249334,65.27520254,68.78802522,72.24291059,67.75477272,77.3613103,79.27850279,75.20345515,81.61740312,62.28558415,91.55690899,98.97749154
Bulgaria,2015,Female,Rural,938.0351107,40.68300078,43.12774616,40.30835463,38.65301496,36.01423151,46.79961239,46.01322519,49.9762647,55.67591254,55.04834619,54.46188086,61.61083118,73.5812984,89.21775928,74.37169377,60.03828698,72.45365118
Czech Republic,2015,Female,Rural,1441.43036,81.2579011,84.25927051,69.61164985,65.96017041,78.54529038,84.37496466,95.73421196,124.0816947,110.6767312,88.61535317,87.88123026,89.73130444,99.34074404,91.45490557,72.09071007,47.66164283,70.15258467
Hungary,2015,Female,Rural,1458.350623,68.56774604,74.6254121,77.81429739,71.44434566,83.32900234,78.44038916,82.67689301,114.2727662,107.2817802,100.1438952,83.77000587,96.03366065,102.1470897,86.23510628,82.76534177,64.69487284,84.10801893
